run_id,polymer_id,polymer_label,reference_polymer_id,n_points,abs_activity_at_0,native_activity_rel_at_0,native_0,native_activity_min_rel_threshold,native_activity_feasible,abs_activity_at_20,u_at_20,t_theta_min,t_theta_censor_flag,functional_activity_at_20_rel,gox_abs_activity_at_0_ref,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260216-1,GOx,GOx,GOX,7,21.213333333333328,1.0,1.0,0.7,1,3.563722943722944,0.16799448194797037,5.299274648517953,,1.0,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,9.288528700635803,8.754330259067764,16.799448194797037,exp,0.07917763667208935,12.629828851061259,,0.9954007298189588,exp
260216-1,GOx with DMSO,GOx with DMSO,GOX,7,22.01333333333333,1.0377121307353865,1.0377121307353865,0.7,1,4.457142857142859,0.21011044266858236,5.5843959096073705,,1.2506984767133942,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,9.404746875394524,8.99259959629535,20.247469066366715,exp,0.07707973352282901,12.973578842275396,,0.9984824443303374,exp
260216-1,GOx with EtOH,GOx with EtOH,GOX,7,18.89,0.8904776869893152,0.8904776869893152,0.7,1,4.26285714285714,0.2009517823471311,7.010046885465506,,1.196180850805373,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,12.31711195928753,11.465711107860628,22.566739771610063,exp,0.06045391986936942,16.541524555576032,,0.9557515763066516,exp
260216-1,PMPC,PMPC,GOX,7,22.273333333333326,1.049968573224387,1.049968573224387,0.7,1,5.928571428571424,0.2794738259854538,10.859853108927537,,1.6635893199873653,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,13.20028417618924,12.025401003230911,26.61735152007525,exp,0.057640255021326504,17.3489863920624,,0.9540601149898696,exp
260216-1,PMTAC,PMTAC,GOX,7,14.883333333333336,0.7016027655562542,0.7016027655562542,0.7,1,7.685151515151517,0.36227929832581013,0.07820995399416134,,2.156495226063507,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,20.738100418207754,19.263528588039076,51.635956428789584,exp,0.03598235792534539,27.791397163986748,,0.9231073623187466,exp
260216-1,PMBTA-1,PMBTA-1,GOX,7,26.733333333333327,1.2602137020741673,1.2602137020741673,0.7,1,5.077489177489177,0.23935366958622778,12.082628808422397,,1.4247710211122175,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,13.324294145796777,11.310541246843163,18.99310166143084,exp,0.061283290112522835,16.317661766590703,,0.9675107470970549,exp
260216-1,PMBTA-2,PMBTA-2,GOX,7,27.819999999999997,1.3114393463230674,1.3114393463230674,0.7,1,4.111904761904762,0.19383586244051368,10.35736024347269,,1.1538227934209568,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,11.14728495915425,9.452223674357466,14.780390948615254,exp,0.07333165236454937,13.636676220368773,,0.9830857178509432,exp
260216-1,PMBTA-3,PMBTA-3,GOX,7,25.513333333333325,1.2027027027027026,1.2027027027027026,0.7,1,4.605151515151516,0.21708759499457186,11.02089384427996,,1.2922305094628412,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,12.78553358943128,10.871589138805012,18.04997980853744,exp,0.06375766888447137,15.684387737136309,,0.9714151060249494,exp
260216-1,PMBTA-4,PMBTA-4,GOX,7,27.09666666666666,1.2773412947831553,1.2773412947831553,0.7,1,7.1961904761904725,0.33922959504354844,12.650078369905955,,2.0192901047107688,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,13.988293495297803,12.407674608811318,26.557475001318025,exp,0.05586439058191503,17.900490627095998,,0.9775346185689897,exp
260216-1,PMBTA-5,PMBTA-5,GOX,7,21.053333333333327,0.9924575738529227,0.9924575738529227,0.7,1,6.945555555555556,0.3274146239262519,7.258307109176288,,1.9489605856676626,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,13.93297583555102,12.632594887455902,32.990289212581814,exp,0.0548697386985976,18.224981997691902,,0.9832139595702156,exp
260216-1,PMBTA-6,PMBTA-6,GOX,7,26.98333333333333,1.2719987429289756,1.2719987429289756,0.7,1,5.931774891774893,0.2796248377643728,12.741832880524816,,1.6644882291489518,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,13.686468756212308,12.090564974711597,21.98310645500269,exp,0.05732959394451121,17.442998130562216,,0.960572494290809,exp
260216-1,PMBTA-7,PMBTA-7,GOX,7,27.693333333333324,1.3054682589566309,1.3054682589566309,0.7,1,3.86939393939394,0.18240386263642086,9.070361594725455,,1.0857729404047523,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,9.612650664468939,8.870599080989379,13.972293955442732,exp,0.07813983860970924,12.797569303857575,,0.9731657528958256,exp
260216-1,PMBTA-8,PMBTA-8,GOX,7,27.999999999999996,1.3199245757385294,1.3199245757385294,0.7,1,3.873203463203464,0.18258344421135128,9.026861569215392,,1.0868419134617722,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,9.583958020989504,8.523053122848983,13.832869511440949,exp,0.0813261598360481,12.296166473567421,,0.9846007442298855,exp
260216-1,PMBTA-9,PMBTA-9,GOX,7,29.82333333333333,1.405876807039598,1.405876807039598,0.7,1,4.2411688311688325,0.19992939178985702,9.297663393159498,,1.1900949928330218,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,9.266000677277344,8.483971119154148,14.220975179955849,exp,0.08170079445403063,12.23978306064888,,0.9775047061650498,exp
260216-1,PMBTA-10,PMBTA-10,GOX,7,16.442222222222224,0.7750890425309033,0.7750890425309033,0.7,1,6.318787878787879,0.2978686932175305,5.601861888669272,,1.7730861738053012,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,13.437849495693051,14.495195291164034,38.43025470272395,exp,0.04781909913159109,20.912146363279405,,0.9478690607444556,exp
260216-1,PMBTA-11,PMBTA-11,GOX,7,30.623333333333328,1.4435889377749844,1.4435889377749844,0.7,1,6.461904761904759,0.30461524647571153,10.632242287434162,,1.813245547970165,21.213333333333328,3.563722943722944,same_run_gox,,260216-1,100.0,rea50,50.0,10.175648984198642,10.055289552842009,21.101245548834523,exp,0.06893358733404503,14.50671637258777,,0.9880071274051536,exp
